,airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,dep_icao,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arr_icao,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,dep_actual_ts,arr_actual,arr_actual_utc,arr_actual_ts
56,IB,IBE,IB134,IBE134,134,NKC,GQNO,,,2023-10-04 23:45,2023-10-04 23:45,2023-10-05 01:25,2023-10-05 01:25,2023-10-05 01:25,2023-10-05 01:25,LPA,GCLP,,,41,2023-10-05 02:35,2023-10-05 01:35,2023-10-05 04:25,2023-10-05 03:25,NT,6505,NT6505,landed,110.0,110,100.0,110.0,,1696469700.0,1696463100,1696476300.0,1696469100.0,1696469100.0,,,
57,AA,AAL,AA2514,AAL2514,2514,PHX,KPHX,4,A30,2023-10-04 17:01,2023-10-05 00:01,2023-10-04 18:26,2023-10-05 01:26,,,DFW,KDFW,C,C20,C15,2023-10-04 21:32,2023-10-05 02:32,2023-10-04 22:55,2023-10-05 03:55,,,,cancelled,151.0,83,85.0,83.0,,1696473120.0,1696464060,1696478100.0,1696469160.0,,,,
58,DP,PBD,DP322,PBD322,322,TJM,USTR,,,2023-10-05 06:00,2023-10-05 01:00,2023-10-05 06:26,2023-10-05 01:26,2023-10-05 06:26,2023-10-05 01:26,AER,URSS,,,,2023-10-05 07:50,2023-10-05 04:50,2023-10-05 08:39,2023-10-05 05:39,,,,active,230.0,49,26.0,49.0,B738,1696481400.0,1696467600,1696484340.0,1696469160.0,1696469160.0,,,
59,UA,UAL,UA431,UAL431,431,DEN,KDEN,,B29,2023-10-04 18:55,2023-10-05 00:55,2023-10-04 19:26,2023-10-05 01:26,2023-10-04 19:26,2023-10-05 01:26,GJT,KGJT,,3,,2023-10-04 19:55,2023-10-05 01:55,2023-10-04 20:29,2023-10-05 02:29,,,,landed,60.0,34,31.0,34.0,,1696470900.0,1696467300,1696472940.0,1696469160.0,1696469160.0,2023-10-04 20:29,2023-10-05 02:29,1696472940.0
60,SQ,SIA,SQ6805,SIA6805,6805,MEL,YMML,3,4,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:26,2023-10-05 01:26,2023-10-05 12:26,2023-10-05 01:26,SYD,YSSY,2,35,D1,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:08,2023-10-05 03:08,VA,841,VA841,landed,85.0,43,26.0,43.0,,1696472700.0,1696467600,1696475280.0,1696469160.0,1696469160.0,2023-10-05 14:08,2023-10-05 03:08,1696475280.0
61,GF,GFA,GF4142,GFA4142,4142,PHX,KPHX,4,A30,2023-10-04 17:01,2023-10-05 00:01,2023-10-04 18:26,2023-10-05 01:26,,,DFW,KDFW,C,C20,C15,2023-10-04 21:32,2023-10-05 02:32,2023-10-04 22:55,2023-10-05 03:55,AA,2514,AA2514,cancelled,151.0,83,85.0,83.0,,1696473120.0,1696464060,1696478100.0,1696469160.0,,,,
62,ZH,CSZ,ZH8728,CSZ8728,8728,HSN,ZSZS,,,2023-10-05 08:55,2023-10-05 00:55,2023-10-05 09:26,2023-10-05 01:26,2023-10-05 09:26,2023-10-05 01:26,JJN,ZSQZ,,,2D,2023-10-05 10:25,2023-10-05 02:25,2023-10-05 11:01,2023-10-05 03:01,,,,landed,90.0,36,31.0,36.0,A320,1696472700.0,1696467300,1696474860.0,1696469160.0,1696469160.0,,,
63,AC,ACA,AC4431,ACA4431,4431,DEN,KDEN,,B29,2023-10-04 18:55,2023-10-05 00:55,2023-10-04 19:26,2023-10-05 01:26,2023-10-04 19:26,2023-10-05 01:26,GJT,KGJT,,3,,2023-10-04 19:55,2023-10-05 01:55,2023-10-04 20:29,2023-10-05 02:29,UA,431,UA431,landed,60.0,34,31.0,34.0,,1696470900.0,1696467300,1696472940.0,1696469160.0,1696469160.0,2023-10-04 20:29,2023-10-05 02:29,1696472940.0
64,HA,HAL,HA4107,HAL4107,4107,MEL,YMML,3,4,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:26,2023-10-05 01:26,2023-10-05 12:26,2023-10-05 01:26,SYD,YSSY,2,35,D1,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:08,2023-10-05 03:08,VA,841,VA841,landed,85.0,43,26.0,43.0,,1696472700.0,1696467600,1696475280.0,1696469160.0,1696469160.0,2023-10-05 14:08,2023-10-05 03:08,1696475280.0
65,CM,CMP,CM1059,CMP1059,1059,DEN,KDEN,,B29,2023-10-04 18:55,2023-10-05 00:55,2023-10-04 19:26,2023-10-05 01:26,2023-10-04 19:26,2023-10-05 01:26,GJT,KGJT,,3,,2023-10-04 19:55,2023-10-05 01:55,2023-10-04 20:29,2023-10-05 02:29,UA,431,UA431,landed,60.0,34,31.0,34.0,,1696470900.0,1696467300,1696472940.0,1696469160.0,1696469160.0,2023-10-04 20:29,2023-10-05 02:29,1696472940.0
66,QR,QTR,QR7639,QTR7639,7639,PHX,KPHX,4,A30,2023-10-04 17:01,2023-10-05 00:01,2023-10-04 18:26,2023-10-05 01:26,,,DFW,KDFW,C,C20,C15,2023-10-04 21:32,2023-10-05 02:32,2023-10-04 22:55,2023-10-05 03:55,AA,2514,AA2514,cancelled,151.0,83,85.0,83.0,,1696473120.0,1696464060,1696478100.0,1696469160.0,,,,
67,VA,VOZ,VA841,VOZ841,841,MEL,YMML,3,4,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:26,2023-10-05 01:26,2023-10-05 12:26,2023-10-05 01:26,SYD,YSSY,2,35,D1,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:08,2023-10-05 03:08,,,,landed,85.0,43,26.0,43.0,B738,1696472700.0,1696467600,1696475280.0,1696469160.0,1696469160.0,2023-10-05 14:08,2023-10-05 03:08,1696475280.0
68,LH,DLH,LH8816,DLH8816,8816,DEN,KDEN,,B29,2023-10-04 18:55,2023-10-05 00:55,2023-10-04 19:26,2023-10-05 01:26,2023-10-04 19:26,2023-10-05 01:26,GJT,KGJT,,3,,2023-10-04 19:55,2023-10-05 01:55,2023-10-04 20:29,2023-10-05 02:29,UA,431,UA431,landed,60.0,34,31.0,34.0,,1696470900.0,1696467300,1696472940.0,1696469160.0,1696469160.0,2023-10-04 20:29,2023-10-05 02:29,1696472940.0
69,EY,ETD,EY6699,ETD6699,6699,MEL,YMML,3,4,2023-10-05 12:00,2023-10-05 01:00,2023-10-05 12:26,2023-10-05 01:26,2023-10-05 12:26,2023-10-05 01:26,SYD,YSSY,2,35,D1,2023-10-05 13:25,2023-10-05 02:25,2023-10-05 14:08,2023-10-05 03:08,VA,841,VA841,landed,85.0,43,26.0,43.0,,1696472700.0,1696467600,1696475280.0,1696469160.0,1696469160.0,2023-10-05 14:08,2023-10-05 03:08,1696475280.0
70,BA,BAW,BA4423,BAW4423,4423,PHX,KPHX,4,A30,2023-10-04 17:01,2023-10-05 00:01,2023-10-04 18:26,2023-10-05 01:26,,,DFW,KDFW,C,C20,C15,2023-10-04 21:32,2023-10-05 02:32,2023-10-04 22:55,2023-10-05 03:55,AA,2514,AA2514,cancelled,151.0,83,85.0,83.0,,1696473120.0,1696464060,1696478100.0,1696469160.0,,,,
71,ZH,CSZ,ZH9834,CSZ9834,9834,WUX,ZSWX,T2,,2023-10-05 08:30,2023-10-05 00:30,2023-10-05 09:27,2023-10-05 01:27,2023-10-05 09:27,2023-10-05 01:27,CAN,ZGGG,1,,24,2023-10-05 10:50,2023-10-05 02:50,2023-10-05 11:45,2023-10-05 03:45,,,,active,140.0,55,57.0,55.0,B738,1696474200.0,1696465800,1696477500.0,1696469220.0,1696469220.0,,,
72,AA,AAL,AA2054,AAL2054,2054,CLT,KCLT,,C15,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:27,2023-10-05 01:27,2023-10-04 21:27,2023-10-05 01:27,BWI,KBWI,,C7,9,2023-10-04 21:53,2023-10-05 01:53,2023-10-04 22:51,2023-10-05 02:51,,,,landed,83.0,58,57.0,58.0,,1696470780.0,1696465800,1696474260.0,1696469220.0,1696469220.0,2023-10-04 22:51,2023-10-05 02:51,1696474260.0
73,AA,AAL,AA5212,AAL5212,5212,CLT,KCLT,,E20,2023-10-04 19:25,2023-10-04 23:25,2023-10-04 21:27,2023-10-05 01:27,2023-10-04 21:27,2023-10-05 01:27,BTR,KBTR,,B2,2,2023-10-04 20:39,2023-10-05 01:39,2023-10-04 22:23,2023-10-05 03:23,OH,5212,OH5212,active,134.0,104,122.0,104.0,,1696469940.0,1696461900,1696476180.0,1696469220.0,1696469220.0,,,
74,WN,SWA,WN2693,SWA2693,2693,MCO,KMCO,A,121,2023-10-04 20:40,2023-10-05 00:40,2023-10-04 21:27,2023-10-05 01:27,2023-10-04 21:27,2023-10-05 01:27,DEN,KDEN,,,,2023-10-04 22:30,2023-10-05 04:30,2023-10-04 23:20,2023-10-05 05:20,,,,active,230.0,50,47.0,50.0,B38M,1696480200.0,1696466400,1696483200.0,1696469220.0,1696469220.0,,,
75,F9,FFT,F91552,FFT1552,1552,DFW,KDFW,E,E20,2023-10-04 20:39,2023-10-05 01:39,2023-10-04 20:27,2023-10-05 01:27,2023-10-04 20:27,2023-10-05 01:27,ATL,KATL,N,E31,,2023-10-04 23:56,2023-10-05 03:56,2023-10-05 00:57,2023-10-05 04:57,,,,active,137.0,61,,61.0,A321,1696478160.0,1696469940,1696481820.0,1696469220.0,1696469220.0,,,
76,MH,MAS,MH9398,MAS9398,9398,CLT,KCLT,,C15,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:27,2023-10-05 01:27,2023-10-04 21:27,2023-10-05 01:27,BWI,KBWI,,C7,9,2023-10-04 21:53,2023-10-05 01:53,2023-10-04 22:51,2023-10-05 02:51,AA,2054,AA2054,landed,83.0,58,57.0,58.0,,1696470780.0,1696465800,1696474260.0,1696469220.0,1696469220.0,2023-10-04 22:51,2023-10-05 02:51,1696474260.0
77,BA,BAW,BA6608,BAW6608,6608,CLT,KCLT,,C15,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:27,2023-10-05 01:27,2023-10-04 21:27,2023-10-05 01:27,BWI,KBWI,,C7,9,2023-10-04 21:53,2023-10-05 01:53,2023-10-04 22:51,2023-10-05 02:51,AA,2054,AA2054,landed,83.0,58,57.0,58.0,,1696470780.0,1696465800,1696474260.0,1696469220.0,1696469220.0,2023-10-04 22:51,2023-10-05 02:51,1696474260.0
78,OH,JIA,OH5212,JIA5212,5212,CLT,KCLT,,E20,2023-10-04 19:25,2023-10-04 23:25,2023-10-04 21:27,2023-10-05 01:27,2023-10-04 21:27,2023-10-05 01:27,BTR,KBTR,,B2,2,2023-10-04 20:39,2023-10-05 01:39,2023-10-04 22:23,2023-10-05 03:23,,,,active,134.0,104,122.0,104.0,CRJ9,1696469940.0,1696461900,1696476180.0,1696469220.0,1696469220.0,,,
79,CA,CCA,CA3388,CCA3388,3388,WUX,ZSWX,T2,,2023-10-05 08:30,2023-10-05 00:30,2023-10-05 09:27,2023-10-05 01:27,2023-10-05 09:27,2023-10-05 01:27,CAN,ZGGG,1,,24,2023-10-05 10:50,2023-10-05 02:50,2023-10-05 11:45,2023-10-05 03:45,ZH,9834,ZH9834,active,140.0,55,57.0,55.0,,1696474200.0,1696465800,1696477500.0,1696469220.0,1696469220.0,,,
80,JL,JAL,JL6660,JAL6660,6660,KOA,PHKO,2,9,2023-10-04 14:49,2023-10-05 00:49,2023-10-04 15:28,2023-10-05 01:28,2023-10-04 15:28,2023-10-05 01:28,HNL,PHNL,1,B4,,2023-10-04 15:40,2023-10-05 01:40,2023-10-04 16:21,2023-10-05 02:21,HA,307,HA307,landed,51.0,41,39.0,41.0,,1696470000.0,1696466940,1696472460.0,1696469280.0,1696469280.0,2023-10-04 16:21,2023-10-05 02:21,1696472460.0
81,AA,AAL,AA7907,AAL7907,7907,KOA,PHKO,2,9,2023-10-04 14:49,2023-10-05 00:49,2023-10-04 15:28,2023-10-05 01:28,2023-10-04 15:28,2023-10-05 01:28,HNL,PHNL,1,B4,,2023-10-04 15:40,2023-10-05 01:40,2023-10-04 16:21,2023-10-05 02:21,HA,307,HA307,landed,51.0,41,39.0,41.0,,1696470000.0,1696466940,1696472460.0,1696469280.0,1696469280.0,2023-10-04 16:21,2023-10-05 02:21,1696472460.0
82,SK,SAS,SK9899,SAS9899,9899,IAD,KIAD,,C23,2023-10-04 17:45,2023-10-04 21:45,2023-10-04 21:28,2023-10-05 01:28,2023-10-04 21:28,2023-10-05 01:28,EWR,KEWR,A,18,A3,2023-10-04 19:22,2023-10-04 23:22,2023-10-04 22:38,2023-10-05 02:38,UA,763,UA763,landed,97.0,196,223.0,196.0,,1696461720.0,1696455900,1696473480.0,1696469280.0,1696469280.0,2023-10-04 22:38,2023-10-05 02:38,1696473480.0
83,TP,TAP,TP8507,TAP8507,8507,IAD,KIAD,,C23,2023-10-04 17:45,2023-10-04 21:45,2023-10-04 21:28,2023-10-05 01:28,2023-10-04 21:28,2023-10-05 01:28,EWR,KEWR,A,18,A3,2023-10-04 19:22,2023-10-04 23:22,2023-10-04 22:38,2023-10-05 02:38,UA,763,UA763,landed,97.0,196,223.0,196.0,,1696461720.0,1696455900,1696473480.0,1696469280.0,1696469280.0,2023-10-04 22:38,2023-10-05 02:38,1696473480.0
84,ET,ETH,ET1386,ETH1386,1386,IAD,KIAD,,C23,2023-10-04 17:45,2023-10-04 21:45,2023-10-04 21:28,2023-10-05 01:28,2023-10-04 21:28,2023-10-05 01:28,EWR,KEWR,A,18,A3,2023-10-04 19:22,2023-10-04 23:22,2023-10-04 22:38,2023-10-05 02:38,UA,763,UA763,landed,97.0,196,223.0,196.0,,1696461720.0,1696455900,1696473480.0,1696469280.0,1696469280.0,2023-10-04 22:38,2023-10-05 02:38,1696473480.0
85,UA,UAL,UA763,UAL763,763,IAD,KIAD,,C23,2023-10-04 17:45,2023-10-04 21:45,2023-10-04 21:28,2023-10-05 01:28,2023-10-04 21:28,2023-10-05 01:28,EWR,KEWR,A,18,A3,2023-10-04 19:22,2023-10-04 23:22,2023-10-04 22:38,2023-10-05 02:38,,,,landed,97.0,196,223.0,196.0,A320,1696461720.0,1696455900,1696473480.0,1696469280.0,1696469280.0,2023-10-04 22:38,2023-10-05 02:38,1696473480.0
86,HA,HAL,HA307,HAL307,307,KOA,PHKO,2,9,2023-10-04 14:49,2023-10-05 00:49,2023-10-04 15:28,2023-10-05 01:28,2023-10-04 15:28,2023-10-05 01:28,HNL,PHNL,1,B4,,2023-10-04 15:40,2023-10-05 01:40,2023-10-04 16:21,2023-10-05 02:21,,,,landed,51.0,41,39.0,41.0,,1696470000.0,1696466940,1696472460.0,1696469280.0,1696469280.0,2023-10-04 16:21,2023-10-05 02:21,1696472460.0
87,DL,DAL,DL6849,DAL6849,6849,KOA,PHKO,2,9,2023-10-04 14:49,2023-10-05 00:49,2023-10-04 15:28,2023-10-05 01:28,2023-10-04 15:28,2023-10-05 01:28,HNL,PHNL,1,B4,,2023-10-04 15:40,2023-10-05 01:40,2023-10-04 16:21,2023-10-05 02:21,HA,307,HA307,landed,51.0,41,39.0,41.0,,1696470000.0,1696466940,1696472460.0,1696469280.0,1696469280.0,2023-10-04 16:21,2023-10-05 02:21,1696472460.0
88,AV,AVA,AV2232,AVA2232,2232,IAD,KIAD,,C23,2023-10-04 17:45,2023-10-04 21:45,2023-10-04 21:28,2023-10-05 01:28,2023-10-04 21:28,2023-10-05 01:28,EWR,KEWR,A,18,A3,2023-10-04 19:22,2023-10-04 23:22,2023-10-04 22:38,2023-10-05 02:38,UA,763,UA763,landed,97.0,196,223.0,196.0,,1696461720.0,1696455900,1696473480.0,1696469280.0,1696469280.0,2023-10-04 22:38,2023-10-05 02:38,1696473480.0
89,CI,CAL,CI831,CAL831,831,TPE,RCTP,1,A6,2023-10-05 09:25,2023-10-05 01:25,2023-10-05 09:29,2023-10-05 01:29,2023-10-05 09:29,2023-10-05 01:29,BKK,VTBS,,,,2023-10-05 12:10,2023-10-05 05:10,2023-10-05 12:51,2023-10-05 05:51,,,,active,225.0,41,4.0,41.0,A359,1696482600.0,1696469100,1696485060.0,1696469340.0,1696469340.0,,,
90,6Y,ART,6Y7723,ART7723,7723,TBS,UGTB,,202,2023-10-05 04:45,2023-10-05 00:45,2023-10-05 05:29,2023-10-05 01:29,2023-10-05 05:29,2023-10-05 01:29,SAW,LTFJ,,,,2023-10-05 05:55,2023-10-05 02:55,2023-10-05 06:48,2023-10-05 03:48,,,,active,130.0,53,44.0,53.0,,1696474500.0,1696466700,1696477680.0,1696469340.0,1696469340.0,,,
91,QF,QFA,QF4371,QFA4371,4371,DFW,KDFW,A,A29,2023-10-04 20:40,2023-10-05 01:40,2023-10-04 20:29,2023-10-05 01:29,2023-10-04 20:29,2023-10-05 01:29,CAE,KCAE,,4,2,2023-10-04 23:59,2023-10-05 03:59,2023-10-05 00:48,2023-10-05 04:48,AA,2883,AA2883,active,139.0,49,,49.0,,1696478340.0,1696470000,1696481280.0,1696469340.0,1696469340.0,,,
92,AD,AZU,AD7640,AZU7640,7640,FLL,KFLL,3,E4,2023-10-04 20:35,2023-10-05 00:35,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,EWR,KEWR,A,31,3,2023-10-04 23:37,2023-10-05 03:37,2023-10-05 00:21,2023-10-05 04:21,B6,506,B6506,active,182.0,44,54.0,44.0,,1696477020.0,1696466100,1696479660.0,1696469340.0,1696469340.0,,,
93,LA,LAN,LA7910,LAN7910,7910,MIA,KMIA,S,H7,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,MCO,KMCO,B,76,29,2023-10-04 21:46,2023-10-05 01:46,2023-10-04 22:26,2023-10-05 02:26,DL,1032,DL1032,landed,76.0,40,59.0,40.0,,1696470360.0,1696465800,1696472760.0,1696469340.0,1696469340.0,2023-10-04 22:26,2023-10-05 02:26,1696472760.0
94,TK,THY,TK7723,THY7723,7723,TBS,UGTB,,202,2023-10-05 04:45,2023-10-05 00:45,2023-10-05 05:29,2023-10-05 01:29,2023-10-05 05:29,2023-10-05 01:29,SAW,LTFJ,,,,2023-10-05 05:55,2023-10-05 02:55,2023-10-05 06:48,2023-10-05 03:48,6Y,7723,6Y7723,active,130.0,53,44.0,53.0,,1696474500.0,1696466700,1696477680.0,1696469340.0,1696469340.0,,,
95,SQ,SIA,SQ1545,SIA1545,1545,FLL,KFLL,3,E4,2023-10-04 20:35,2023-10-05 00:35,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,EWR,KEWR,A,31,3,2023-10-04 23:37,2023-10-05 03:37,2023-10-05 00:21,2023-10-05 04:21,B6,506,B6506,active,182.0,44,54.0,44.0,,1696477020.0,1696466100,1696479660.0,1696469340.0,1696469340.0,,,
96,PG,BKP,PG4910,BKP4910,4910,TPE,RCTP,1,A6,2023-10-05 09:25,2023-10-05 01:25,2023-10-05 09:29,2023-10-05 01:29,2023-10-05 09:29,2023-10-05 01:29,BKK,VTBS,,,,2023-10-05 12:10,2023-10-05 05:10,2023-10-05 12:51,2023-10-05 05:51,CI,831,CI831,active,225.0,41,4.0,41.0,,1696482600.0,1696469100,1696485060.0,1696469340.0,1696469340.0,,,
97,VS,VIR,VS2096,VIR2096,2096,MIA,KMIA,S,H7,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,MCO,KMCO,B,76,29,2023-10-04 21:46,2023-10-05 01:46,2023-10-04 22:26,2023-10-05 02:26,DL,1032,DL1032,landed,76.0,40,59.0,40.0,,1696470360.0,1696465800,1696472760.0,1696469340.0,1696469340.0,2023-10-04 22:26,2023-10-05 02:26,1696472760.0
98,MF,CXA,MF802,CXA802,802,SYD,YSSY,1,60,2023-10-05 12:15,2023-10-05 01:15,2023-10-05 12:29,2023-10-05 01:29,2023-10-05 12:29,2023-10-05 01:29,XMN,ZSAM,3,,,2023-10-05 18:50,2023-10-05 10:50,2023-10-05 19:41,2023-10-05 11:41,,,,active,575.0,51,14.0,51.0,B789,1696503000.0,1696468500,1696506060.0,1696469340.0,1696469340.0,,,
99,AA,AAL,AA2883,AAL2883,2883,DFW,KDFW,A,A29,2023-10-04 20:40,2023-10-05 01:40,2023-10-04 20:29,2023-10-05 01:29,2023-10-04 20:29,2023-10-05 01:29,CAE,KCAE,,4,2,2023-10-04 23:59,2023-10-05 03:59,2023-10-05 00:48,2023-10-05 04:48,,,,active,139.0,49,,49.0,B738,1696478340.0,1696470000,1696481280.0,1696469340.0,1696469340.0,,,
100,QR,QTR,QR2734,QTR2734,2734,DFW,KDFW,A,A29,2023-10-04 20:40,2023-10-05 01:40,2023-10-04 20:29,2023-10-05 01:29,2023-10-04 20:29,2023-10-05 01:29,CAE,KCAE,,4,2,2023-10-04 23:59,2023-10-05 03:59,2023-10-05 00:48,2023-10-05 04:48,AA,2883,AA2883,active,139.0,49,,49.0,,1696478340.0,1696470000,1696481280.0,1696469340.0,1696469340.0,,,
101,AR,ARG,AR7072,ARG7072,7072,MIA,KMIA,S,H7,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,MCO,KMCO,B,76,29,2023-10-04 21:46,2023-10-05 01:46,2023-10-04 22:26,2023-10-05 02:26,DL,1032,DL1032,landed,76.0,40,59.0,40.0,,1696470360.0,1696465800,1696472760.0,1696469340.0,1696469340.0,2023-10-04 22:26,2023-10-05 02:26,1696472760.0
102,DL,DAL,DL1032,DAL1032,1032,MIA,KMIA,S,H7,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,MCO,KMCO,B,76,29,2023-10-04 21:46,2023-10-05 01:46,2023-10-04 22:26,2023-10-05 02:26,,,,landed,76.0,40,59.0,40.0,A321,1696470360.0,1696465800,1696472760.0,1696469340.0,1696469340.0,2023-10-04 22:26,2023-10-05 02:26,1696472760.0
103,DZ,EPA,DZ6301,EPA6301,6301,NTG,ZSNT,T3,,2023-10-05 08:40,2023-10-05 00:40,2023-10-05 09:29,2023-10-05 01:29,2023-10-05 09:29,2023-10-05 01:29,TFU,ZUTF,T2,,,2023-10-05 11:40,2023-10-05 03:40,2023-10-05 12:14,2023-10-05 04:14,,,,active,180.0,34,49.0,34.0,,1696477200.0,1696466400,1696479240.0,1696469340.0,1696469340.0,,,
104,6E,IGO,6E447,IGO447,447,CCU,VECC,,,2023-10-05 04:55,2023-10-04 23:25,2023-10-05 06:59,2023-10-05 01:29,2023-10-05 06:59,2023-10-05 01:29,GAU,VEGT,,,,2023-10-05 06:20,2023-10-05 00:50,,,,,,landed,85.0,124,124.0,,A20N,1696467000.0,1696461900,,1696469340.0,1696469340.0,,,
105,AF,AFR,AF5670,AFR5670,5670,MIA,KMIA,S,H7,2023-10-04 20:30,2023-10-05 00:30,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,MCO,KMCO,B,76,29,2023-10-04 21:46,2023-10-05 01:46,2023-10-04 22:26,2023-10-05 02:26,DL,1032,DL1032,landed,76.0,40,59.0,40.0,,1696470360.0,1696465800,1696472760.0,1696469340.0,1696469340.0,2023-10-04 22:26,2023-10-05 02:26,1696472760.0
106,DE,CFG,DE2144,CFG2144,2144,POP,MDPP,,,2023-10-04 19:15,2023-10-04 23:15,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,SDQ,MDSD,,,,2023-10-04 19:55,2023-10-04 23:55,2023-10-04 22:16,2023-10-05 02:16,,,,landed,40.0,141,134.0,141.0,B763,1696463700.0,1696461300,1696472160.0,1696469340.0,1696469340.0,2023-10-04 22:16,2023-10-05 02:16,1696472160.0
107,B6,JBU,B6506,JBU506,506,FLL,KFLL,3,E4,2023-10-04 20:35,2023-10-05 00:35,2023-10-04 21:29,2023-10-05 01:29,2023-10-04 21:29,2023-10-05 01:29,EWR,KEWR,A,31,3,2023-10-04 23:37,2023-10-05 03:37,2023-10-05 00:21,2023-10-05 04:21,,,,active,182.0,44,54.0,44.0,A320,1696477020.0,1696466100,1696479660.0,1696469340.0,1696469340.0,,,
108,JQ,JST,JQ236,JST236,236,CHC,NZCH,,D21,2023-10-05 13:55,2023-10-05 00:55,2023-10-05 14:30,2023-10-05 01:30,2023-10-05 14:30,2023-10-05 01:30,AKL,NZAA,D,,DTB1,2023-10-05 15:15,2023-10-05 02:15,2023-10-05 15:46,2023-10-05 02:46,,,,landed,80.0,31,35.0,31.0,,1696472100.0,1696467300,1696473960.0,1696469400.0,1696469400.0,2023-10-05 15:46,2023-10-05 02:46,1696473960.0
109,EK,UAE,EK5436,UAE5436,5436,MEL,YMML,1,10,2023-10-05 11:00,2023-10-05 00:00,2023-10-05 12:30,2023-10-05 01:30,2023-10-05 12:30,2023-10-05 01:30,SYD,YSSY,3,10,QFR,2023-10-05 12:25,2023-10-05 01:25,2023-10-05 13:53,2023-10-05 02:53,QF,436,QF436,landed,85.0,88,90.0,88.0,,1696469100.0,1696464000,1696474380.0,1696469400.0,1696469400.0,2023-10-05 13:53,2023-10-05 02:53,1696474380.0
110,YV,ASH,YV6111,ASH6111,6111,OKC,KOKC,,9,2023-10-04 19:13,2023-10-05 00:13,2023-10-04 20:30,2023-10-05 01:30,2023-10-04 20:30,2023-10-05 01:30,IAH,KIAH,B,77,B2,2023-10-04 20:50,2023-10-05 01:50,2023-10-04 22:48,2023-10-05 03:48,,,,active,97.0,118,77.0,118.0,CRJ9,1696470600.0,1696464780,1696477680.0,1696469400.0,1696469400.0,,,
111,UL,ALK,UL3388,ALK3388,3388,MEL,YMML,1,10,2023-10-05 11:00,2023-10-05 00:00,2023-10-05 12:30,2023-10-05 01:30,2023-10-05 12:30,2023-10-05 01:30,SYD,YSSY,3,10,QFR,2023-10-05 12:25,2023-10-05 01:25,2023-10-05 13:53,2023-10-05 02:53,QF,436,QF436,landed,85.0,88,90.0,88.0,,1696469100.0,1696464000,1696474380.0,1696469400.0,1696469400.0,2023-10-05 13:53,2023-10-05 02:53,1696474380.0
112,EK,UAE,EK7536,UAE7536,7536,CHC,NZCH,,D21,2023-10-05 13:55,2023-10-05 00:55,2023-10-05 14:30,2023-10-05 01:30,2023-10-05 14:30,2023-10-05 01:30,AKL,NZAA,D,,DTB1,2023-10-05 15:15,2023-10-05 02:15,2023-10-05 15:46,2023-10-05 02:46,JQ,236,JQ236,landed,80.0,31,35.0,31.0,,1696472100.0,1696467300,1696473960.0,1696469400.0,1696469400.0,2023-10-05 15:46,2023-10-05 02:46,1696473960.0
113,BA,BAW,BA2390,BAW2390,2390,DFW,KDFW,C,,2023-10-04 19:16,2023-10-05 00:16,2023-10-04 20:30,2023-10-05 01:30,2023-10-04 20:30,2023-10-05 01:30,MEM,KMEM,,17,3,2023-10-04 20:54,2023-10-05 01:54,2023-10-04 23:24,2023-10-05 04:24,AA,2079,AA2079,active,98.0,150,74.0,150.0,,1696470840.0,1696464960,1696479840.0,1696469400.0,1696469400.0,,,
