,flight_number,airline_iata,dep_time_utc,dep_estimated_utc,arr_time_utc,arr_estimated_utc,dep_country_code,arr_country_code,domestic,international,delayed
215,7214,NZ,2023-10-05 02:20,2023-10-05 03:55,2023-10-05 04:15,2023-10-05 05:50,AU,AU,True,False,95
216,1539,QF,2023-10-05 02:20,2023-10-05 03:55,2023-10-05 04:15,2023-10-05 05:50,AU,AU,True,False,95
217,1539,,2023-10-05 02:20,2023-10-05 03:55,2023-10-05 04:15,2023-10-05 05:50,AU,AU,True,False,95
218,1541,QF,2023-10-05 08:20,2023-10-05 08:55,2023-10-05 10:15,2023-10-05 10:50,AU,AU,True,False,35
219,1541,,2023-10-05 08:20,2023-10-05 08:55,2023-10-05 10:15,2023-10-05 10:50,AU,AU,True,False,35
220,7219,NZ,2023-10-05 08:20,2023-10-05 08:55,2023-10-05 10:15,2023-10-05 10:50,AU,AU,True,False,35
221,613,JQ,2023-10-05 01:30,2023-10-05 02:21,2023-10-05 03:05,2023-10-05 04:05,AU,AU,True,False,51
222,5613,QF,2023-10-05 01:30,2023-10-05 02:21,2023-10-05 03:05,2023-10-05 04:05,AU,AU,True,False,51
223,1784,,2023-10-04 23:15,2023-10-05 02:28,2023-10-05 00:40,2023-10-05 02:40,AU,AU,True,False,120
224,5235,EK,2023-10-04 23:15,2023-10-05 02:28,2023-10-05 00:40,2023-10-05 02:40,AU,AU,True,False,120
225,7636,NZ,2023-10-04 23:15,2023-10-05 02:28,2023-10-05 00:40,2023-10-05 02:40,AU,AU,True,False,120
226,1784,QF,2023-10-04 23:15,2023-10-05 02:28,2023-10-05 00:40,2023-10-05 02:40,AU,AU,True,False,120
227,540,ZL,2023-10-05 01:30,2023-10-05 02:55,2023-10-05 02:50,2023-10-05 04:10,AU,AU,True,False,80
228,408,JQ,2023-10-05 02:20,2023-10-05 03:07,2023-10-05 03:40,2023-10-05 04:27,AU,AU,True,False,47
229,5408,QF,2023-10-05 02:20,2023-10-05 03:07,2023-10-05 03:40,2023-10-05 04:27,AU,AU,True,False,47
230,523,VA,2023-10-05 02:20,2023-10-05 03:20,2023-10-05 03:40,,AU,AU,True,False,60
231,6726,SQ,2023-10-05 02:20,2023-10-05 03:20,2023-10-05 03:40,,AU,AU,True,False,60
232,6913,EY,2023-10-05 02:20,2023-10-05 03:20,2023-10-05 03:40,,AU,AU,True,False,60
233,594,QF,2023-10-05 02:25,2023-10-05 03:35,2023-10-05 03:50,2023-10-05 05:00,AU,AU,True,False,70
234,7004,NZ,2023-10-05 02:25,2023-10-05 03:35,2023-10-05 03:50,2023-10-05 05:00,AU,AU,True,False,70
235,7371,AA,2023-10-05 02:25,2023-10-05 03:35,2023-10-05 03:50,2023-10-05 05:00,AU,AU,True,False,70
236,6828,ZL,2023-10-05 00:40,2023-10-05 02:50,2023-10-05 01:50,,AU,AU,True,False,130
237,6773,ZL,2023-10-05 01:50,2023-10-05 03:00,2023-10-05 03:15,,AU,AU,True,False,70
238,6866,ZL,2023-10-05 02:25,2023-10-05 03:20,2023-10-05 04:55,,AU,AU,True,False,55
239,6526,ZL,2023-10-05 05:15,2023-10-05 06:20,2023-10-05 06:20,,AU,AU,True,False,65
240,6178,ZL,2023-10-05 05:15,2023-10-05 06:40,2023-10-05 06:05,,AU,AU,True,False,85
241,6188,ZL,2023-10-05 08:15,2023-10-05 09:15,2023-10-05 09:05,,AU,AU,True,False,60
242,5749,QF,2023-10-05 07:05,2023-10-05 07:45,2023-10-05 08:50,2023-10-05 09:30,AU,AU,True,False,40
243,749,JQ,2023-10-05 07:05,2023-10-05 07:45,2023-10-05 08:50,2023-10-05 09:30,AU,AU,True,False,40
244,6392,ZL,2023-10-05 07:15,2023-10-05 09:10,2023-10-05 08:20,,AU,AU,True,False,115
245,8621,SQ,2023-10-05 02:25,2023-10-05 03:03,2023-10-05 04:20,,TH,SG,False,True,38
246,659,TR,2023-10-05 02:25,2023-10-05 03:03,2023-10-05 04:20,,TH,SG,False,True,38
247,1072,6E,2023-10-05 04:05,2023-10-05 06:00,2023-10-05 08:25,2023-10-05 10:20,TH,IN,False,True,115
248,8499,SQ,2023-10-05 03:15,,2023-10-05 05:25,2023-10-05 07:05,ID,SG,False,True,100
249,263,TR,2023-10-05 03:15,,2023-10-05 05:25,2023-10-05 07:05,ID,SG,False,True,100
250,7510,ID,2023-10-05 00:45,2023-10-05 02:00,2023-10-05 02:10,2023-10-05 03:25,ID,ID,True,False,75
251,642,IU,2023-10-05 03:40,2023-10-05 04:20,2023-10-05 05:20,2023-10-05 06:00,ID,ID,True,False,40
252,509,SQ,2023-10-05 06:15,2023-10-05 06:25,2023-10-05 11:00,2023-10-05 11:10,IN,SG,False,True,100
253,3213,NZ,2023-10-05 06:15,2023-10-05 06:25,2023-10-05 11:00,2023-10-05 11:10,IN,SG,False,True,100
254,1136,QP,2023-10-05 00:45,2023-10-05 02:20,2023-10-05 02:15,,IN,IN,True,False,95
255,456,SG,2023-10-05 00:30,2023-10-05 07:35,2023-10-05 02:00,2023-10-05 09:05,IN,IN,True,False,425
256,8879,QF,2023-10-04 23:55,2023-10-05 03:10,2023-10-05 00:50,,IN,IN,True,False,195
257,3778,AF,2023-10-04 23:55,2023-10-05 03:10,2023-10-05 00:50,,IN,IN,True,False,195
258,109,6E,2023-10-04 23:55,2023-10-05 03:10,2023-10-05 00:50,,IN,IN,True,False,195
259,8359,QF,2023-10-05 03:25,2023-10-05 05:30,2023-10-05 04:25,,IN,IN,True,False,125
260,6445,6E,2023-10-05 03:25,2023-10-05 05:30,2023-10-05 04:25,,IN,IN,True,False,125
261,3215,NZ,2023-10-05 05:00,2023-10-05 06:35,2023-10-05 09:40,2023-10-05 11:15,IN,SG,False,True,95
262,525,SQ,2023-10-05 05:00,2023-10-05 06:35,2023-10-05 09:40,2023-10-05 11:15,IN,SG,False,True,95
263,10,AK,2023-10-05 02:45,2023-10-05 09:45,2023-10-05 06:50,2023-10-05 13:43,IN,MY,False,True,413
264,7946,JL,2023-10-05 06:15,2023-10-05 10:00,2023-10-05 10:20,2023-10-05 14:05,IN,MY,False,True,225
265,183,MH,2023-10-05 06:15,2023-10-05 10:00,2023-10-05 10:20,2023-10-05 14:05,IN,MY,False,True,225
266,609,SG,2023-10-05 03:10,2023-10-05 06:30,2023-10-05 05:25,2023-10-05 08:45,IN,IN,True,False,200
267,396,AA,2023-10-05 00:45,2023-10-05 01:22,2023-10-05 03:58,2023-10-05 06:16,US,US,True,False,138
268,1032,AC,2023-10-05 01:20,2023-10-05 04:45,2023-10-05 04:31,2023-10-05 07:56,US,CA,False,True,205
269,8019,UA,2023-10-05 01:20,2023-10-05 04:45,2023-10-05 04:31,2023-10-05 07:56,US,CA,False,True,205
270,4462,QF,2023-10-05 01:54,2023-10-05 01:53,2023-10-05 04:34,2023-10-05 05:09,US,MX,False,True,35
271,4282,IB,2023-10-05 01:54,2023-10-05 01:53,2023-10-05 04:34,2023-10-05 05:09,US,MX,False,True,35
272,2313,AA,2023-10-05 01:54,2023-10-05 01:53,2023-10-05 04:34,2023-10-05 05:09,US,MX,False,True,35
273,7212,JL,2023-10-05 01:54,2023-10-05 01:53,2023-10-05 04:34,2023-10-05 05:09,US,MX,False,True,35
274,1969,BA,2023-10-05 01:54,2023-10-05 01:53,2023-10-05 04:34,2023-10-05 05:09,US,MX,False,True,35
275,2610,QR,2023-10-05 01:54,2023-10-05 01:53,2023-10-05 04:34,2023-10-05 05:09,US,MX,False,True,35
276,4191,QF,2023-10-04 23:59,2023-10-05 03:30,2023-10-05 03:04,2023-10-05 06:36,US,US,True,False,211
277,2251,AA,2023-10-04 23:59,2023-10-05 03:30,2023-10-05 03:04,2023-10-05 06:36,US,US,True,False,211
278,3491,MQ,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
279,3491,AA,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
280,1922,BA,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
281,2657,QR,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
282,6495,GF,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
283,6533,AS,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
284,3192,QF,2023-10-05 02:05,2023-10-05 02:00,2023-10-05 03:40,2023-10-05 04:32,US,US,True,False,52
285,507,F9,2023-10-05 01:12,2023-10-05 01:31,2023-10-05 03:30,2023-10-05 05:12,US,US,True,False,102
286,4800,IB,2023-10-05 02:02,2023-10-05 03:30,2023-10-05 04:16,2023-10-05 05:37,US,US,True,False,81
287,4349,QF,2023-10-05 02:02,2023-10-05 03:30,2023-10-05 04:16,2023-10-05 05:37,US,US,True,False,81
288,1950,BA,2023-10-05 02:02,2023-10-05 03:30,2023-10-05 04:16,2023-10-05 05:37,US,US,True,False,81
289,577,AA,2023-10-05 02:02,2023-10-05 03:30,2023-10-05 04:16,2023-10-05 05:37,US,US,True,False,81
290,2535,QR,2023-10-05 02:02,2023-10-05 03:30,2023-10-05 04:16,2023-10-05 05:37,US,US,True,False,81
291,1552,F9,2023-10-05 01:39,2023-10-05 01:27,2023-10-05 03:56,2023-10-05 04:57,US,US,True,False,61
292,4106,GF,2023-10-05 01:43,2023-10-05 01:35,2023-10-05 03:54,2023-10-05 05:02,US,US,True,False,68
293,4709,QF,2023-10-05 01:43,2023-10-05 01:35,2023-10-05 03:54,2023-10-05 05:02,US,US,True,False,68
294,2749,AA,2023-10-05 01:43,2023-10-05 01:35,2023-10-05 03:54,2023-10-05 05:02,US,US,True,False,68
295,2385,QR,2023-10-05 01:43,2023-10-05 01:35,2023-10-05 03:54,2023-10-05 05:02,US,US,True,False,68
296,4461,AS,2023-10-05 01:43,2023-10-05 01:35,2023-10-05 03:54,2023-10-05 05:02,US,US,True,False,68
297,4371,QF,2023-10-05 01:40,2023-10-05 01:29,2023-10-05 03:59,2023-10-05 04:48,US,US,True,False,49
298,2883,AA,2023-10-05 01:40,2023-10-05 01:29,2023-10-05 03:59,2023-10-05 04:48,US,US,True,False,49
299,2734,QR,2023-10-05 01:40,2023-10-05 01:29,2023-10-05 03:59,2023-10-05 04:48,US,US,True,False,49
300,4543,AS,2023-10-05 02:22,2023-10-05 03:30,2023-10-05 03:39,2023-10-05 04:37,US,US,True,False,58
301,4316,GF,2023-10-05 02:22,2023-10-05 03:30,2023-10-05 03:39,2023-10-05 04:37,US,US,True,False,58
302,4149,QF,2023-10-05 02:22,2023-10-05 03:30,2023-10-05 03:39,2023-10-05 04:37,US,US,True,False,58
303,2209,AA,2023-10-05 02:22,2023-10-05 03:30,2023-10-05 03:39,2023-10-05 04:37,US,US,True,False,58
304,2390,BA,2023-10-05 00:16,2023-10-05 01:30,2023-10-05 01:54,2023-10-05 04:24,US,US,True,False,150
305,2795,QR,2023-10-05 00:16,2023-10-05 01:30,2023-10-05 01:54,2023-10-05 04:24,US,US,True,False,150
306,4726,QF,2023-10-05 00:16,2023-10-05 01:30,2023-10-05 01:54,2023-10-05 04:24,US,US,True,False,150
307,6139,AS,2023-10-05 00:16,2023-10-05 01:30,2023-10-05 01:54,2023-10-05 04:24,US,US,True,False,150
308,2079,AA,2023-10-05 00:16,2023-10-05 01:30,2023-10-05 01:54,2023-10-05 04:24,US,US,True,False,150
309,4823,QF,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
310,4342,GF,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
311,4383,AS,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
312,2415,BA,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
313,4165,IB,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
314,1455,AA,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
315,2856,QR,2023-10-05 02:43,2023-10-05 03:30,2023-10-05 04:10,2023-10-05 04:58,US,US,True,False,48
316,3187,QF,2023-10-05 00:23,2023-10-05 01:33,2023-10-05 03:08,2023-10-05 05:15,US,US,True,False,70
317,1228,AA,2023-10-05 00:23,2023-10-05 01:33,2023-10-05 03:08,2023-10-05 05:15,US,US,True,False,70
318,6575,GF,2023-10-05 00:23,2023-10-05 01:33,2023-10-05 03:08,2023-10-05 05:15,US,US,True,False,70
319,2474,QR,2023-10-05 00:23,2023-10-05 01:33,2023-10-05 03:08,2023-10-05 05:15,US,US,True,False,70
320,4270,GF,2023-10-05 01:50,2023-10-05 01:34,2023-10-05 03:00,2023-10-05 04:40,US,US,True,False,100
321,357,AA,2023-10-05 01:50,2023-10-05 01:34,2023-10-05 03:00,2023-10-05 04:40,US,US,True,False,100
322,1999,BA,2023-10-05 01:50,2023-10-05 01:34,2023-10-05 03:00,2023-10-05 04:40,US,US,True,False,100
323,6090,AS,2023-10-05 01:50,2023-10-05 01:34,2023-10-05 03:00,2023-10-05 04:40,US,US,True,False,100
324,3440,AA,2023-10-05 01:42,2023-10-05 01:36,2023-10-05 03:20,2023-10-05 04:52,US,US,True,False,92
325,7675,QR,2023-10-05 01:42,2023-10-05 01:36,2023-10-05 03:20,2023-10-05 04:52,US,US,True,False,92
326,3440,MQ,2023-10-05 01:42,2023-10-05 01:36,2023-10-05 03:20,2023-10-05 04:52,US,US,True,False,92
327,4598,QF,2023-10-05 01:42,2023-10-05 01:36,2023-10-05 03:20,2023-10-05 04:52,US,US,True,False,92
328,2802,AA,2023-10-05 01:45,2023-10-05 01:36,2023-10-05 03:55,2023-10-05 02:52,US,US,True,False,495
329,9448,QR,2023-10-05 01:45,2023-10-05 01:36,2023-10-05 03:55,2023-10-05 02:52,US,US,True,False,495
330,3339,QF,2023-10-05 01:45,2023-10-05 01:36,2023-10-05 03:55,2023-10-05 02:52,US,US,True,False,495
331,5192,PK,2023-10-05 01:20,2023-10-05 05:30,2023-10-05 13:10,2023-10-05 16:48,US,TR,False,True,218
332,192,TK,2023-10-05 01:20,2023-10-05 05:30,2023-10-05 13:10,2023-10-05 16:48,US,TR,False,True,218
333,381,AS,2023-10-05 01:55,2023-10-05 05:55,2023-10-05 06:21,2023-10-05 10:14,US,US,True,False,233
334,1221,SQ,2023-10-05 01:55,2023-10-05 05:55,2023-10-05 06:21,2023-10-05 10:14,US,US,True,False,233
335,3516,AA,2023-10-05 00:37,2023-10-05 01:47,2023-10-05 01:51,2023-10-05 05:01,US,US,True,False,190
336,3516,MQ,2023-10-05 00:37,2023-10-05 01:47,2023-10-05 01:51,2023-10-05 05:01,US,US,True,False,190
337,4579,AS,2023-10-05 00:37,2023-10-05 01:47,2023-10-05 01:51,2023-10-05 05:01,US,US,True,False,190
338,4034,AA,2023-10-05 01:40,2023-10-05 01:49,2023-10-05 03:42,2023-10-05 05:30,US,US,True,False,108
339,2828,QR,2023-10-05 01:40,2023-10-05 01:49,2023-10-05 03:42,2023-10-05 05:30,US,US,True,False,108
340,4034,MQ,2023-10-05 01:40,2023-10-05 01:49,2023-10-05 03:42,2023-10-05 05:30,US,US,True,False,108
341,78,AA,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
342,2764,QR,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
343,4343,GF,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
344,1521,BA,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
345,4204,IB,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
346,5782,AY,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
347,8002,LY,2023-10-05 02:40,2023-10-05 04:00,2023-10-05 11:45,2023-10-05 13:20,US,GB,False,True,95
348,1392,AA,2023-10-05 00:23,2023-10-05 03:45,2023-10-05 01:39,2023-10-05 04:58,US,US,True,False,199
349,4342,AS,2023-10-05 00:23,2023-10-05 03:45,2023-10-05 01:39,2023-10-05 04:58,US,US,True,False,199
350,4435,IB,2023-10-05 00:23,2023-10-05 03:45,2023-10-05 01:39,2023-10-05 04:58,US,US,True,False,199
351,2480,BA,2023-10-05 00:23,2023-10-05 03:45,2023-10-05 01:39,2023-10-05 04:58,US,US,True,False,199
352,6622,GF,2023-10-05 01:48,2023-10-05 04:34,2023-10-05 02:58,2023-10-05 05:42,US,US,True,False,164
353,6298,AS,2023-10-05 01:48,2023-10-05 04:34,2023-10-05 02:58,2023-10-05 05:42,US,US,True,False,164
354,1406,AA,2023-10-05 01:48,2023-10-05 04:34,2023-10-05 02:58,2023-10-05 05:42,US,US,True,False,164
355,2482,BA,2023-10-05 01:48,2023-10-05 04:34,2023-10-05 02:58,2023-10-05 05:42,US,US,True,False,164
356,3167,QF,2023-10-05 01:59,2023-10-05 03:30,2023-10-05 04:23,2023-10-05 06:14,US,US,True,False,111
357,1234,AA,2023-10-05 01:59,2023-10-05 03:30,2023-10-05 04:23,2023-10-05 06:14,US,US,True,False,111
358,2825,QR,2023-10-05 01:59,2023-10-05 03:30,2023-10-05 04:23,2023-10-05 06:14,US,US,True,False,111
359,2735,F9,2023-10-05 03:33,2023-10-05 05:42,2023-10-05 06:40,2023-10-05 08:49,US,US,True,False,129
360,4573,AS,2023-10-05 01:41,2023-10-05 03:30,2023-10-05 04:36,2023-10-05 06:23,US,US,True,False,107
361,682,AA,2023-10-05 01:41,2023-10-05 03:30,2023-10-05 04:36,2023-10-05 06:23,US,US,True,False,107
362,6148,IB,2023-10-05 02:40,2023-10-05 03:25,2023-10-05 12:15,2023-10-05 12:40,US,ES,False,True,45
363,4296,BA,2023-10-05 02:40,2023-10-05 03:25,2023-10-05 12:15,2023-10-05 12:40,US,ES,False,True,45
364,5644,AY,2023-10-05 02:40,2023-10-05 03:25,2023-10-05 12:15,2023-10-05 12:40,US,ES,False,True,45
365,8631,AA,2023-10-05 02:40,2023-10-05 03:25,2023-10-05 12:15,2023-10-05 12:40,US,ES,False,True,45
366,7234,QR,2023-10-05 02:40,2023-10-05 03:25,2023-10-05 12:15,2023-10-05 12:40,US,ES,False,True,45
367,945,AA,2023-10-05 02:20,2023-10-05 03:30,2023-10-05 11:52,2023-10-05 12:39,US,CL,False,True,70
368,4358,AS,2023-10-05 00:52,2023-10-05 03:00,2023-10-05 03:14,2023-10-05 05:18,US,US,True,False,124
369,6685,GF,2023-10-05 00:52,2023-10-05 03:00,2023-10-05 03:14,2023-10-05 05:18,US,US,True,False,124
370,1305,AA,2023-10-05 00:52,2023-10-05 03:00,2023-10-05 03:14,2023-10-05 05:18,US,US,True,False,124
371,3112,AA,2023-10-05 00:02,2023-10-05 02:04,2023-10-05 02:12,2023-10-05 05:12,US,US,True,False,180
372,1936,BA,2023-10-05 00:02,2023-10-05 02:04,2023-10-05 02:12,2023-10-05 05:12,US,US,True,False,180
373,4892,QF,2023-10-05 00:02,2023-10-05 02:04,2023-10-05 02:12,2023-10-05 05:12,US,US,True,False,180
374,2500,QR,2023-10-05 00:02,2023-10-05 02:04,2023-10-05 02:12,2023-10-05 05:12,US,US,True,False,180
375,3112,OO,2023-10-05 00:02,2023-10-05 02:04,2023-10-05 02:12,2023-10-05 05:12,US,US,True,False,180
376,4412,IB,2023-10-05 00:02,2023-10-05 02:04,2023-10-05 02:12,2023-10-05 05:12,US,US,True,False,180
377,1012,AA,2023-10-05 02:21,2023-10-05 04:00,2023-10-05 04:13,2023-10-05 05:52,US,MX,False,True,99
378,2421,BA,2023-10-05 02:21,2023-10-05 04:00,2023-10-05 04:13,2023-10-05 05:52,US,MX,False,True,99
379,4286,IB,2023-10-05 02:21,2023-10-05 04:00,2023-10-05 04:13,2023-10-05 05:52,US,MX,False,True,99
380,2971,AA,2023-10-05 01:59,2023-10-05 03:45,2023-10-05 05:43,2023-10-05 07:45,US,US,True,False,122
381,4328,BA,2023-10-05 01:59,2023-10-05 03:45,2023-10-05 05:43,2023-10-05 07:45,US,US,True,False,122
382,4989,IB,2023-10-05 01:59,2023-10-05 03:45,2023-10-05 05:43,2023-10-05 07:45,US,US,True,False,122
383,2424,BA,2023-10-04 21:48,2023-10-05 03:30,2023-10-04 22:53,2023-10-05 05:44,US,US,True,False,411
384,6771,GF,2023-10-04 21:48,2023-10-05 03:30,2023-10-04 22:53,2023-10-05 05:44,US,US,True,False,411
385,1594,AA,2023-10-04 21:48,2023-10-05 03:30,2023-10-04 22:53,2023-10-05 05:44,US,US,True,False,411
386,6773,AS,2023-10-04 21:48,2023-10-05 03:30,2023-10-04 22:53,2023-10-05 05:44,US,US,True,False,411
387,4935,OO,2023-10-05 02:11,2023-10-05 15:40,2023-10-05 04:40,2023-10-05 18:03,US,MX,False,True,803
388,4935,AA,2023-10-05 02:11,2023-10-05 15:40,2023-10-05 04:40,2023-10-05 18:03,US,MX,False,True,803
389,7282,JL,2023-10-05 02:11,2023-10-05 15:40,2023-10-05 04:40,2023-10-05 18:03,US,MX,False,True,803
390,7739,QR,2023-10-04 23:30,2023-10-05 03:30,2023-10-05 01:13,2023-10-05 05:21,US,US,True,False,248
391,4746,AS,2023-10-04 23:30,2023-10-05 03:30,2023-10-05 01:13,2023-10-05 05:21,US,US,True,False,248
392,4414,IB,2023-10-04 23:30,2023-10-05 03:30,2023-10-05 01:13,2023-10-05 05:21,US,US,True,False,248
393,1957,BA,2023-10-04 23:30,2023-10-05 03:30,2023-10-05 01:13,2023-10-05 05:21,US,US,True,False,248
394,555,AA,2023-10-04 23:30,2023-10-05 03:30,2023-10-05 01:13,2023-10-05 05:21,US,US,True,False,248
395,4366,AS,2023-10-05 02:06,2023-10-05 05:00,2023-10-05 03:57,2023-10-05 06:46,US,US,True,False,169
396,6527,GF,2023-10-05 02:06,2023-10-05 05:00,2023-10-05 03:57,2023-10-05 06:46,US,US,True,False,169
397,1525,AA,2023-10-05 02:06,2023-10-05 05:00,2023-10-05 03:57,2023-10-05 06:46,US,US,True,False,169
398,1958,BA,2023-10-05 02:06,2023-10-05 05:00,2023-10-05 03:57,2023-10-05 06:46,US,US,True,False,169
399,3193,OO,2023-10-05 01:48,2023-10-05 03:06,2023-10-05 03:10,2023-10-05 04:33,US,US,True,False,83
400,7929,QR,2023-10-05 01:48,2023-10-05 03:06,2023-10-05 03:10,2023-10-05 04:33,US,US,True,False,83
401,3193,AA,2023-10-05 01:48,2023-10-05 03:06,2023-10-05 03:10,2023-10-05 04:33,US,US,True,False,83
402,3185,QF,2023-10-05 01:06,2023-10-05 03:13,2023-10-05 03:23,2023-10-05 05:31,US,US,True,False,128
403,4208,AS,2023-10-05 01:06,2023-10-05 03:13,2023-10-05 03:23,2023-10-05 05:31,US,US,True,False,128
404,2992,AA,2023-10-05 01:06,2023-10-05 03:13,2023-10-05 03:23,2023-10-05 05:31,US,US,True,False,128
405,2423,QR,2023-10-05 01:06,2023-10-05 03:13,2023-10-05 03:23,2023-10-05 05:31,US,US,True,False,128
406,2747,QR,2023-10-05 02:13,2023-10-05 03:15,2023-10-05 03:40,2023-10-05 04:28,US,US,True,False,48
407,3083,QF,2023-10-05 02:13,2023-10-05 03:15,2023-10-05 03:40,2023-10-05 04:28,US,US,True,False,48
408,3204,OO,2023-10-05 02:13,2023-10-05 03:15,2023-10-05 03:40,2023-10-05 04:28,US,US,True,False,48
409,3204,AA,2023-10-05 02:13,2023-10-05 03:15,2023-10-05 03:40,2023-10-05 04:28,US,US,True,False,48
410,6610,AS,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:55,US,US,True,False,60
411,2291,QR,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:55,US,US,True,False,60
412,3082,QF,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:55,US,US,True,False,60
413,4357,GF,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:55,US,US,True,False,60
414,3455,AA,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:55,US,US,True,False,60
415,3455,MQ,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:55,2023-10-05 04:55,US,US,True,False,60
416,2628,QR,2023-10-05 02:36,2023-10-05 03:15,2023-10-05 04:33,2023-10-05 05:34,US,US,True,False,39
417,3085,QF,2023-10-05 02:36,2023-10-05 03:15,2023-10-05 04:33,2023-10-05 05:34,US,US,True,False,39
418,3214,OO,2023-10-05 02:36,2023-10-05 03:15,2023-10-05 04:33,2023-10-05 05:34,US,US,True,False,39
419,3214,AA,2023-10-05 02:36,2023-10-05 03:15,2023-10-05 04:33,2023-10-05 05:34,US,US,True,False,39
420,4425,AS,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:34,2023-10-05 04:30,US,US,True,False,65
421,2377,BA,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:34,2023-10-05 04:30,US,US,True,False,65
422,6761,GF,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:34,2023-10-05 04:30,US,US,True,False,65
423,4420,IB,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:34,2023-10-05 04:30,US,US,True,False,65
424,4079,MQ,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:34,2023-10-05 04:30,US,US,True,False,65
425,4079,AA,2023-10-05 02:10,2023-10-05 03:15,2023-10-05 03:34,2023-10-05 04:30,US,US,True,False,65
426,6126,AS,2023-10-05 01:52,2023-10-05 03:15,2023-10-05 03:20,2023-10-05 04:47,US,US,True,False,87
427,2499,BA,2023-10-05 01:52,2023-10-05 03:15,2023-10-05 03:20,2023-10-05 04:47,US,US,True,False,87
428,4171,IB,2023-10-05 01:52,2023-10-05 03:15,2023-10-05 03:20,2023-10-05 04:47,US,US,True,False,87
429,4204,MQ,2023-10-05 01:52,2023-10-05 03:15,2023-10-05 03:20,2023-10-05 04:47,US,US,True,False,87
430,4204,AA,2023-10-05 01:52,2023-10-05 03:15,2023-10-05 03:20,2023-10-05 04:47,US,US,True,False,87
431,9509,QR,2023-10-05 02:30,2023-10-05 03:25,2023-10-05 04:54,2023-10-05 05:38,US,US,True,False,44
432,6051,AS,2023-10-05 02:30,2023-10-05 03:25,2023-10-05 04:54,2023-10-05 05:38,US,US,True,False,44
433,1284,AA,2023-10-05 02:30,2023-10-05 03:25,2023-10-05 04:54,2023-10-05 05:38,US,US,True,False,44
434,4795,QF,2023-10-05 02:30,2023-10-05 03:25,2023-10-05 04:54,2023-10-05 05:38,US,US,True,False,44
435,4313,QF,2023-10-05 01:09,2023-10-05 03:30,2023-10-05 03:29,2023-10-05 07:08,US,US,True,False,219
436,2410,BA,2023-10-05 01:09,2023-10-05 03:30,2023-10-05 03:29,2023-10-05 07:08,US,US,True,False,219
437,6516,GF,2023-10-05 01:09,2023-10-05 03:30,2023-10-05 03:29,2023-10-05 07:08,US,US,True,False,219
438,4110,IB,2023-10-05 01:09,2023-10-05 03:30,2023-10-05 03:29,2023-10-05 07:08,US,US,True,False,219
439,6437,AS,2023-10-05 01:09,2023-10-05 03:30,2023-10-05 03:29,2023-10-05 07:08,US,US,True,False,219
